Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Status,Alternative Fuel Types,SOx Scrubber Status,Eco - Electronic Engine
Container,AS Cleopatra,"2,742",TEU,"37,800","28,372",Antigua & Barbuda,2006,8,Aker Ostsee,MPC Group,In Service,,,
Container,AS Christiana,"2,741",TEU,"37,800","28,400",Antigua & Barbuda,2006,10,Aker Ostsee,MPC Group,In Service,,,
Container,Lorraine,"2,742",TEU,"37,800","27,786",Liberia,2006,7,Aker Ostsee,XT Group,In Service,,,
Container,Northern Valence,"2,742",TEU,"37,800","28,150",Madeira,2005,5,Aker Ostsee,V. Group,In Service,,,
Container,Northern Vigour,"2,742",TEU,"37,800","28,150",Madeira,2005,8,Aker Ostsee,V. Group,In Service,,,
Container,Northern Vivacity,"2,742",TEU,"37,800","28,150",Madeira,2005,10,Aker Ostsee,V. Group,In Service,,,
Container,Northern Volition,"2,742",TEU,"37,800","27,437",Madeira,2005,11,Aker Ostsee,V. Group,In Service,,,
Container,MCC Tokyo,"2,806",TEU,"37,621","32,828",Panama,2018,7,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,MCC Cebu,"2,806",TEU,"37,621","32,828",Panama,2018,9,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,MCC Danang,"2,806",TEU,"37,621","32,828",Panama,2018,10,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,MCC Yangon,"2,806",TEU,"37,621","32,828",Panama,2019,1,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,MCC Taipei,"2,806",TEU,"37,621","32,828",Panama,2019,2,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,Maersk Vladivostok,"2,806",TEU,"37,621","32,828",Panama,2019,4,Tsuneishi Zhoushan,Nissen Kaiun,Idle,,,Eco – Electronic Engine Modern
Container,Maersk Bintulu,"2,806",TEU,"37,621","32,828",Singapore,2019,6,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,Maersk Sihanoukville,"2,806",TEU,"37,621","32,828",Singapore,2019,8,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,Maersk Songkhla,"2,806",TEU,"37,621","32,828",Singapore,2019,9,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,Maersk Mongla,"2,806",TEU,"37,621","32,828",Singapore,2019,10,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,,Eco – Electronic Engine Modern
Container,Golbon,"2,724",TEU,"37,600","27,800",Iran,2004,6,Aker Warnow,IRISL,Idle,,,
Container,Artam,"2,724",TEU,"37,600","27,681",Iran,2004,7,Aker Ostsee,IRISL,Idle,,,
Container,Maersk Qinzhou,"2,806",TEU,"37,581","32,828",Singapore,2020,6,Tsuneishi Zhoushan,Tsuneishi Holdings,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Maersk Davao,"2,806",TEU,"37,581","32,828",Singapore,2020,7,Tsuneishi Zhoushan,Tsuneishi Holdings,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Maersk Xiamen,"2,806",TEU,"37,581","32,828",Singapore,2020,9,Tsuneishi Zhoushan,Tsuneishi Holdings,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Maersk Hai Phong,"2,806",TEU,"37,581","32,828",Liberia,2020,1,Tsuneishi Zhoushan,Tsuneishi Holdings,In Service,,,Eco – Electronic Engine Modern
Container,Maersk Kwangyang,"2,806",TEU,"37,581","32,828",Liberia,2020,4,Tsuneishi Zhoushan,Tsuneishi Holdings,In Service,,,Eco – Electronic Engine Modern
Container,Maersk Dhaka,"2,806",TEU,"37,581","32,828",Panama,2020,10,Tsuneishi Zhoushan,Nissen Kaiun,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Cape Magnus,"2,741",TEU,"37,570","28,007",Marshall Islands,2008,1,Aker Ostsee,Schoeller Holdings,In Service,,,
Container,Cape Mahon,"2,742",TEU,"37,570","28,007",Cyprus,2007,10,Aker Ostsee,Schoeller Holdings,In Service,,,
Container,Ever Beamy,"2,926",TEU,"37,568","32,659",Taiwan,2018,6,CSBC (Kaohsiung),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,AS Carlotta,"2,742",TEU,"37,567","28,372",Antigua & Barbuda,2006,7,Aker Ostsee,MPC Group,In Service,,,
Container,Ever Balmy,"2,926",TEU,"37,563","32,659",Taiwan,2017,10,CSBC (Kaohsiung),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Basis,"2,926",TEU,"37,561","32,659",Taiwan,2018,3,CSBC (Kaohsiung),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Bonus,"2,926",TEU,"37,541","32,659",Panama,2018,5,CSBC (Kaohsiung),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Bonny,"2,926",TEU,"37,539","32,659",Panama,2018,3,CSBC (Kaohsiung),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Maersk Jakarta,"2,806",TEU,"37,505","32,965",Panama,2020,11,Tsuneishi Zhoushan,Kyowa Kisen,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Celebrity,"2,940",TEU,"37,435","32,720",Liberia,2020,5,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Continent,"2,940",TEU,"37,435","32,720",Liberia,2020,6,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Credential,"2,940",TEU,"37,435","32,720",Liberia,2020,8,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Centennial,"2,940",TEU,"37,435","32,720",Liberia,2020,9,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Capacity,"2,940",TEU,"37,435","32,720",Liberia,2020,10,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Certainty,"2,940",TEU,"37,435","32,720",Liberia,2020,12,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Credibility,"2,940",TEU,"37,435","32,720",Liberia,2021,1,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,YM Constancy,"2,940",TEU,"37,435","32,720",Liberia,2021,4,CSBC (Kaohsiung),Yang Ming Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Boomy,"2,926",TEU,"37,301","32,659",Panama,2018,7,CSBC (Kaohsiung),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Bloom,"2,926",TEU,"37,301","32,659",Taiwan,2018,7,CSBC (Kaohsiung),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Aldebaran,"2,785",TEU,"37,274","32,903",Liberia,2008,7,Szczecin Shipyard,Horst Zeppenfeld,In Service,,,
Container,Ever Brace,"2,910",TEU,"37,259","32,145",Panama,2018,5,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Befit,"2,910",TEU,"37,259","32,145",Taiwan,2018,6,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Brave,"2,910",TEU,"37,259","32,145",Panama,2018,8,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Being,"2,910",TEU,"37,259","32,145",Taiwan,2018,10,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Breed,"2,910",TEU,"37,259","32,145",Panama,2018,11,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Board,"2,910",TEU,"37,259","32,145",Taiwan,2018,12,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Bless,"2,910",TEU,"37,259","32,145",Taiwan,2019,6,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Burly,"2,910",TEU,"37,259","32,145",Panama,2019,8,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Blink,"2,910",TEU,"37,259","32,145",Taiwan,2019,9,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,X-Press Pearl,"2,743",TEU,"37,249","31,629",Singapore,2021,2,Zhoushan Changhong,Sea Consortium,Damaged/Not in Service,,Fitted,Eco – Electronic Engine Modern
Container,X-Press Mekong,"2,743",TEU,"37,249","31,629",Singapore,2021,1,Zhoushan Changhong,Sea Consortium,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Rita,"2,785",TEU,"37,180","32,903",Madeira,2007,7,Szczecin Shipyard,Ernst Russ AG,In Service,,,
Container,MCC Chittagong,"2,754",TEU,"37,157","31,649",Hong Kong,2016,10,Zhejiang Ouhua SB,Tribini Capital,In Service,,,Eco – Electronic Engine Modern
Container,Spring Mas,"2,475",TEU,"37,100","28,676",Indonesia,2002,7,Kanasashi K.K.,Temas Line,In Service,,,
Container,Cerus,"2,475",TEU,"37,100","28,676",St. Kitts & Nevis,2003,7,Kanasashi K.K.,Marshal Shipping,In Service,,,
Container,D Angels,"2,475",TEU,"37,100","28,676",Panama,2002,9,Kanasashi K.K.,Unknown,In Service,,,
Container,Strait Mas,"2,475",TEU,"37,100","28,676",Indonesia,2002,11,Kanasashi K.K.,Temas Line,In Service,,,
Container,MCC Ningbo,"2,754",TEU,"37,056","31,649",Hong Kong,2016,8,Zhejiang Ouhua SB,Tribini Capital,In Service,,,Eco – Electronic Engine Modern
Container,MSC Nilgun,"2,394",TEU,"37,011","30,971",Panama,1994,8,A.E.S.A.,MSC,In Service,,,
Container,MSC Krittika,"2,394",TEU,"37,011","30,971",Panama,1994,11,A.E.S.A.,MSC,In Service,,,
Container,Noumea Chief,"2,750",TEU,"37,000","30,200",Hong Kong,2020,11,Huangpu Wenchong,John Swire & Sons,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Suva Chief,"2,750",TEU,"37,000","30,200",Hong Kong,2021,1,Huangpu Wenchong,John Swire & Sons,In Service,,Fitted,Eco – Electronic Engine Modern
Container,SITC Nansha,"2,400",TEU,"37,000","26,771",Hong Kong,2020,8,Jiangsu New YZJ,SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Shekou,"2,400",TEU,"37,000","26,771",Hong Kong,2020,11,Jiangsu New YZJ,SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Cebu,"2,400",TEU,"37,000","26,771",Hong Kong,2019,10,Jiangsu New YZJ,SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Batangas,"2,400",TEU,"37,000","26,771",Hong Kong,2019,11,Jiangsu New YZJ,SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Cagayan,"2,400",TEU,"37,000","26,771",Hong Kong,2020,3,Jiangsu New YZJ,SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Makassar,"2,400",TEU,"37,000","26,771",Hong Kong,2020,3,Jiangsu New YZJ,SITC,In Service,,,Eco – Electronic Engine Modern
Container,CMA CGM Pregolia,"2,487",TEU,"37,000","29,316",Malta,2018,3,Jinhai Manufacturing,CMA CGM,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Carolina Trader,"2,708",TEU,"37,000","31,370",Malta,2017,9,Jiangsu New YZJ,Lomar Shipping,In Service,,,Eco – Electronic Engine Modern
Container,California Trader,"2,708",TEU,"37,000","31,370",Malta,2017,9,Jiangsu New YZJ,Lomar Shipping,In Service,,,Eco – Electronic Engine Modern
Container,MCC Nanjing,"2,586",TEU,"36,974","31,425",Turkey,2017,1,Zhejiang Ouhua SB,Arkas Shipping,In Service,,,Eco – Electronic Engine Modern
Container,MCC Qingdao,"2,586",TEU,"36,974","31,425",Turkey,2017,3,Zhejiang Ouhua SB,Arkas Shipping,In Service,,,Eco – Electronic Engine Modern
Container,MCC Medan,"2,586",TEU,"36,974","31,425",Turkey,2017,6,Zhejiang Ouhua SB,Arkas Shipping,In Service,,,Eco – Electronic Engine Modern
Container,MCC Mandalay,"2,586",TEU,"36,974","31,425",Turkey,2017,7,Zhejiang Ouhua SB,Arkas Shipping,In Service,,,Eco – Electronic Engine Modern
Container,Ever Build,"2,910",TEU,"36,972","32,145",Panama,2019,4,Imabari SB (Imabari),Evergreen Marine,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Honiara Chief,"2,750",TEU,"36,934","30,072",Hong Kong,2021,5,Huangpu Wenchong,John Swire & Sons,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Lae Chief,"2,750",TEU,"36,930","30,200",Hong Kong,2020,8,Huangpu Wenchong,John Swire & Sons,In Service,,Fitted,Eco – Electronic Engine Modern
Container,TR Athos,"2,782",TEU,"36,923","31,370",Marshall Islands,2017,5,Jiangsu New YZJ,Tufton,In Service,,,Eco – Electronic Engine Modern
Container,TR Porthos,"2,782",TEU,"36,923","31,370",Marshall Islands,2017,11,Jiangsu New YZJ,Tufton,In Service,,,Eco – Electronic Engine Modern
Container,TR Aramis,"2,782",TEU,"36,923","31,370",Marshall Islands,2017,7,Jiangsu New YZJ,Tufton,In Service,,,Eco – Electronic Engine Modern
Container,Delaware Trader,"2,782",TEU,"36,919","31,700",Malta,2018,6,Huangpu Wenchong,Lomar Shipping,In Service,,,Eco – Electronic Engine Modern
Container,Bright,"2,782",TEU,"36,917","31,370",Madeira,2018,1,Jiangsu New YZJ,Peter Dohle,In Service,,,Eco – Electronic Engine Modern
Container,MSC Jemima,"2,394",TEU,"36,887","30,971",Panama,1994,3,A.E.S.A.,MSC,In Service,,,
Container,Log-In Polaris,"2,700",TEU,"36,861","31,368",Brazil,2019,7,Huangpu Wenchong,Log-In Logistica,In Service,,,Eco – Electronic Engine Modern
Container,Cape Altius,"2,756",TEU,"36,500","31,893",Cyprus,2020,7,Huangpu Wenchong,Cape Shipping,In Service,,,Eco – Electronic Engine Modern
Container,Cape Citius,"2,756",TEU,"36,500","31,893",Cyprus,2021,1,Huangpu Wenchong,Cape Shipping,In Service,,,Eco – Electronic Engine Modern
Container,Chief,"2,670",TEU,"36,003","30,024",Cameroon,2001,12,Stocznia Gdynia,Marshal Shipping,In Service,,,
Container,TSS Shams,"2,764",TEU,"35,971","30,123",Panama,2004,11,Stocznia Gdynia,Tehama Shipping,In Service,,,
Container,SM Kaveri,"2,755",TEU,"35,971","30,024",India,2003,1,Stocznia Gdynia,Simatech Shipping,In Service,,,
Container,MSC Sena,"2,825",TEU,"35,966","30,280",Liberia,1996,3,Halla Eng.,Chartworld Shipping,In Service,,,
Container,MSC Imma,"2,825",TEU,"35,966","30,280",Panama,1996,9,Halla Eng.,Chartworld Shipping,In Service,,Fitted,
Container,MSC Gianna,"2,825",TEU,"35,966","30,280",Panama,1998,4,Halla Eng.,Chartworld Shipping,In Service,,Fitted,
Container,Hong Da Xin 68,"1,976",TEU,"35,878","22,000",Peoples' Republic of China,2021,2,Ningbo Dongsheng,Hongdaxin Shpg,In Service,,,Eco – Electronic Engine Modern
Container,Westerland,"2,764",TEU,"35,786","30,047",Liberia,2002,4,Stocznia Gdynia,Hans Peterson,In Service,,,
Container,SM Mahi,"2,764",TEU,"35,766","28,300",India,2002,7,Stocznia Gdynia,Simatech Shipping,In Service,,,
Container,MSC Samu,"2,764",TEU,"35,630","30,047",Liberia,2001,7,Stocznia Gdynia,MSC,In Service,,,
Container,Zhong Hang Sheng,"2,742",TEU,"35,600","28,300",Peoples' Republic of China,2004,3,Stocznia Gdynia,Fujian Zhonghang,In Service,,,
Container,EM Astoria,"2,672",TEU,"35,600","30,024",Liberia,2004,4,Stocznia Gdynia,Eurobulk,In Service,,,
Container,Atlantic Discoverer,"2,755",TEU,"35,600","28,300",Marshall Islands,2004,1,Stocznia Gdynia,Atlantica Shipping,In Service,,,
Container,Mercosul Itajai,"2,506",TEU,"35,586","28,316",Brazil,2015,12,Huangpu Wenchong,CMA CGM,In Service,,,Eco – Electronic Engine Modern
Container,Maersk Bermuda,"2,506",TEU,"35,586","28,316",Singapore,2016,1,Huangpu Wenchong,BoCom,In Service,,,Eco – Electronic Engine Modern
Container,Nordamelia,"2,506",TEU,"35,586","28,316",Cyprus,2017,1,Huangpu Wenchong,Reederei Nord,In Service,,,Eco – Electronic Engine Modern
Container,Xin Feng Ningbo,"2,227",TEU,"35,551","29,195",Peoples' Republic of China,1995,3,Hyundai HI (Ulsan),Trawind Shipping,In Service,,,
Container,Hua Sheng 67,"2,000",TEU,"35,419","30,000",Peoples' Republic of China,2021,1,Jinchuan Shipyard,Unknown,In Service,,,Eco – Electronic Engine Modern
Container,Robin 2,"2,872",TEU,"35,359","32,901",Liberia,2007,7,Zhejiang Yangfan,Interunity Mgmt,In Service,,,
Container,Robin 4,"2,872",TEU,"35,359","32,901",Liberia,2007,7,Zhejiang Yangfan,Interunity Mgmt,In Service,,,
Container,Songa Antofagasta,"2,872",TEU,"35,359","32,901",Liberia,2008,1,Zhejiang Yangfan,Arne Blystad AS,Idle,,,
Container,Chiquita Passion,"2,872",TEU,"35,359","32,901",Liberia,2008,6,Zhejiang Yangfan,Interunity Mgmt,In Service,,Fitted,
Container,Chiquita Dream,"2,872",TEU,"35,359","32,901",Liberia,2008,8,Zhejiang Yangfan,Interunity Mgmt,Idle,,,
Container,Robin 1,"2,872",TEU,"35,359","32,901",Liberia,2009,6,Zhejiang Yangfan,Interunity Mgmt,In Service,,,
Container,Windermere,"2,872",TEU,"35,359","32,901",Malta,2010,4,Zhejiang Yangfan,Lomar Shipping,In Service,,,
Container,Windswept,"2,872",TEU,"35,359","32,901",Malta,2010,4,Zhejiang Yangfan,Lomar Shipping,In Service,,,
Container,Mercosul Santos,"2,478",TEU,"35,239","25,888",Brazil,2009,1,Volkswerft,CMA CGM,Idle,,,Eco – Electronic Engine
Container,Maersk Bahamas,"2,506",TEU,"35,225","28,316",Singapore,2016,6,Huangpu Wenchong,BoCom,In Service,,,Eco – Electronic Engine Modern
Container,Mercosul Suape,"2,478",TEU,"35,221","25,888",Brazil,2008,11,Volkswerft,CMA CGM,In Service,,,Eco – Electronic Engine
Container,Maersk Nairobi,"2,478",TEU,"35,220","25,888",Singapore,2009,2,Volkswerft,A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Liang Xiang 88,"1,976",TEU,"35,142","22,779",Peoples' Republic of China,2020,12,Ningbo Dongsheng,Xiamen Liangxiang,In Service,,,Eco – Electronic Engine Modern
Container,Safmarine Ngami,"2,478",TEU,"35,119","25,904",United States,2008,3,Volkswerft,A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Safmarine Nyassa,"2,478",TEU,"35,119","25,904",Hong Kong,2008,5,Volkswerft,A.P. Moller,Idle,,,Eco – Electronic Engine
Container,Safmarine Nile,"2,478",TEU,"35,119","25,904",Hong Kong,2008,5,Volkswerft,A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Safmarine Nakuru,"2,478",TEU,"35,119","25,904",Hong Kong,2008,7,Volkswerft,A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Safmarine Nuba,"2,478",TEU,"35,119","25,904",Hong Kong,2008,8,Volkswerft,A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Newport,"2,478",TEU,"35,119","25,904",Danish Int'l Register,2008,9,Volkswerft,A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Maersk Norfolk,"2,474",TEU,"35,119","25,904",Danish Int'l Register,2008,10,Volkswerft,A.P. Moller,In Service,,,Eco – Electronic Engine
Container,Nordpacific,"2,506",TEU,"35,066","28,433",Cyprus,2018,1,AVIC Weihai Shipyard,Reederei Nord,In Service,,,Eco – Electronic Engine Modern
Container,Nordmarsh,"2,506",TEU,"35,066","28,433",Malta,2018,4,AVIC Weihai Shipyard,Reederei Nord,In Service,,,Eco – Electronic Engine Modern
Container,Nordmaple,"2,506",TEU,"35,066","28,433",Malta,2018,7,AVIC Weihai Shipyard,Reederei Nord,In Service,,,Eco – Electronic Engine Modern
Container,MSC Anahita,"2,908",TEU,"35,020","29,022",Liberia,1997,9,Hyundai HI (Ulsan),Technomar Shipping,In Service,,,
Container,Vivien A,"2,478",TEU,"34,973","26,195",Turkey,2010,5,Volkswerft,Arkas Shipping,In Service,,,Eco – Electronic Engine
Container,Gulbeniz A,"2,478",TEU,"34,973","26,195",Turkey,2011,4,P+S Werften GmbH,Arkas Shipping,In Service,,,Eco – Electronic Engine
Container,MSC Carla 3,"2,810",TEU,"34,954","31,730",Liberia,1997,5,Bremer Vulkan,MSC,In Service,,Fitted,
Container,MSC Jeanne,"2,908",TEU,"34,900","29,022",Liberia,1996,5,Hyundai HI (Ulsan),Technomar Shipping,In Service,,,
Container,Sarayu,"2,452",TEU,"34,717","26,718",India,1999,6,Thyssen Nordsee,Simatech Shipping,In Service,,,
Container,Gemini,"2,550",TEU,"34,717","26,718",St. Vincent & Grenadines,2000,6,Thyssen Nordsee,Interworld Shipping,In Service,,,
Container,Spirit of Tokyo,"2,550",TEU,"34,717","26,718",Isle of Man,2001,12,Hyundai HI (Ulsan),Rickmers Holding,In Service,,,
Container,Maersk Northwood,"2,550",TEU,"34,717","26,718",Singapore,2001,12,Hyundai HI (Ulsan),A.P. Moller,In Service,,,
Container,Maersk Newcastle,"2,530",TEU,"34,717","26,626",Singapore,2001,2,Hyundai HI (Ulsan),A.P. Moller,In Service,,,
Container,Maersk Newhaven,"2,530",TEU,"34,717","26,626",Singapore,2001,4,Hyundai HI (Ulsan),A.P. Moller,In Service,,,
Container,Ocean Promise,"2,530",TEU,"34,717","26,626",United Kingdom,2001,5,Hyundai HI (Ulsan),Lomar Shipping,In Service,,,
Container,Maersk Neston,"2,550",TEU,"34,717","26,626",Singapore,2001,7,Hyundai HI (Ulsan),A.P. Moller,In Service,,,
Container,Maersk Northampton,"2,550",TEU,"34,717","26,718",Singapore,2001,10,Hyundai HI (Ulsan),A.P. Moller,In Service,,,
Container,EM Corfu,"2,550",TEU,"34,717","26,718",Marshall Islands,2001,10,Hyundai HI (Ulsan),Eurobulk,In Service,,,
Container,Maersk Newbury,"2,550",TEU,"34,717","26,626",Singapore,2001,6,Hyundai HI (Ulsan),A.P. Moller,Idle,,,
Container,AS Pauline,"2,572",TEU,"34,704","26,611",Liberia,2006,2,STX SB (Jinhae),MPC Group,In Service,,,
Container,Evridiki G,"2,550",TEU,"34,677","26,718",Liberia,2001,7,Hyundai HI (Ulsan),Eurobulk,In Service,,,
Container,SSL Bharat,"2,959",TEU,"34,630","29,383",India,1997,4,Hyundai HI (Ulsan),Transworld Group,In Service,,,
Container,Meratus Jimbaran,"2,442",TEU,"34,600","24,600",Indonesia,2000,9,Thyssen Nordsee,Pelayaran Meratus,Idle,,,
Container,Meratus Jayagiri,"2,442",TEU,"34,600","24,600",Indonesia,2000,12,Thyssen Nordsee,Pelayaran Meratus,In Service,,,
Container,MSC Alix 3,"2,442",TEU,"34,600","24,499",Liberia,1998,6,Thyssen Nordsee,MSC,In Service,,,
Container,Cosmos,"2,602",TEU,"34,600","26,671",Liberia,2006,11,STX SB (Jinhae),Tufton,In Service,,,
